headline,field,region,year,sentiment
N.C. still opposing offshore oil drilling,Aquaculture,USA,2006,-1
DETERMINATION 'Half-illegal immigrant' an SA giant; 'Can do' the only way to succeed,Aquaculture,Australia,2006,-1
New leases will add mussel to state's industry,Aquaculture,Australia,2006,1
KINGFISH Hope of expanding European market; Fishing giant targets Russia in export trial,Aquaculture,Australia,2006,1
Green to the Gills,Aquaculture,USA,2006,1
Stevens casts net in offshore farm-fishing permit debate,Aquaculture,USA,2006,0
Massachusetts governor gets veto power in wind farm bill,Aquaculture,USA,2006,0
Delegates set policy direction for soybean group Sioux Falls Ð Directors of the South Dakota Soybean Association (SDSA) joined other producers from around ...,Aquaculture,USA,2006,0
FISH OF THE FUTURE?; Hawaiian fish farm begins harvest of Kona Kampachi,Aquaculture,USA,2006,1
Fish of the future?; HAWAIIAN COMPANY RAISES STANDARDS ON DEEP-SEA FARM,Aquaculture,USA,2006,1
BIG SHOT,Aquaculture,Australia,2006,0
I hear and accept others' viewpoints,Aquaculture,Canada,2005,0
OFF SHORE AND OFF TARGET,Aquaculture,USA,2005,-1
White House Seeks to Boost Fish Farms by Expanding Into Open Waters,Aquaculture,USA,2005,1
Alaskans attack fish farms,Aquaculture,Canada,2005,-1
Catch a big one in Albany,Aquaculture,Australia,2005,1
Marine Life Complicates Removal of Old Oil Rigs,Aquaculture,USA,2005,0
Hopes raised for deep-sea fish farms; White House proposes removing some 'obstacles',Aquaculture,Ireland,2005,1
Offshore energy a bridge to future,Aquaculture,Canada,2005,1
"Fish cages vital for a marine revolution, says BIM",Aquaculture,Ireland,2005,1
Ideas hauled in out of the blue,Aquaculture,Australia,2005,0
"Canadians with that long-distance feeling; Campobello Islanders have long considered themselves more like Americans, but 9/11 and now the rise of Stephen Harper seem to be changing all that, SHAWNA RICHER reports",Aquaculture,Canada,2004,0
Bird lovers count beaks on holiday,Aquaculture,USA,2004,0
Plans for offshore fish farm rejected,Aquaculture,USA,2004,-1
Panel recommends denial of gulf aquaculture permit,Aquaculture,USA,2004,-1
Casting doubt on fish farming,Aquaculture,USA,2004,-1
Public shouldn't have to pay for the power grid,Aquaculture,USA,2004,-1
RAISING MORE FISH IN CAGES SEEMS A CERTAINTY,Aquaculture,USA,2004,1
New boat era for fish farms,Aquaculture,Australia,2004,1
Turkish spinoffs possible,Aquaculture,USA,2004,0
Fish farm seen as danger to seals,Aquaculture,Australia,2004,-1
Maine Salmon Face Upstream Battle as Species; Returns Dwindle as Aquaculture Booms,Aquaculture,USA,2004,-1
Fishing for growth,Aquaculture,Australia,2004,1
Storm Swirls Over Aboriginal Salmon In Maine's Rivers,Aquaculture,USA,2004,-1
Scientific dreams of a sustainable future; Nature Report,Aquaculture,Australia,1994,1
Prawns a growing business in Port,Marine Aquaculture,Australia,2015,1
Speech by SMS Desmond Lee at International Aquaculture Singapore Conference,Marine Aquaculture,Singapore,2015,0
List of Fisheries for 2016,Marine Aquaculture,United States,2015,0
FEDERAL REGISTER: List of Fisheries for 2016,Marine Aquaculture,United States,2015,0
JCU bid for Ross Creek marine hub,Marine Aquaculture,Australia,2015,0
SL's economy grows 6.7% in 2Q,Marine Aquaculture,Sri Lanka,2015,0
Sri Lanka economy grew 6.7-pct in Q2 2015,Marine Aquaculture,Sri Lanka,2015,0
Media to descend on Cairns,Marine Aquaculture,Australia,2015,0
N$12 Million for Aquaculture,Marine Aquaculture,Namibia,2015,1
"Washington: King, National Park Service Officially Open Schoodic Woods Campground",Marine Aquaculture,United States,2015,0
Fisheries Launches Plan to Bridge Inequality,Marine Aquaculture,Namibia,2015,0
DNV GL Announces Acquisition of Noomas Certification,Marine Aquaculture,India,2015,0
Project could give boost to marine aquaculture,Marine Aquaculture,United States,2015,1
Aqua Culture Master Plan Unveiled,Marine Aquaculture,Namibia,2015,0
FEDERAL REGISTER: Endangered and Threatened Species: Final Rulemaking To Revise Critical Habitat for Hawaiian Monk Seals,Marine Aquaculture,United States,2015,0
"Whole fish approach | Plant would process the entire fish to produce fish chow, fish oil - maybe even fertilizer.",Marine Aquaculture,United States,2015,0
"Spain challenges subsidy on Turkish sea products, exporters upset",Marine Aquaculture,Turkey,2015,-1
Coastal resources face threat,Marine Aquaculture,Australia,2015,-1
Something fishy is netting a profit in schoolgirl's life Youngster's idea turns into a thriving,Marine Aquaculture,South Africa,2015,1
"Small fry at first maybe, but teen's fish farm's growing; Tilapia waste feeds the hydroponic vegetables that float her business in an innovative recycling system",Marine Aquaculture,South Africa,2015,1
Shrimp Export up by 56 Per Cent in State,Marine Aquaculture,India,2015,1
"Environmental Impact Statements; Availability, etc.; Weekly Receipts",Marine Aquaculture,United States,2015,0
"Don't come raw prawn, fraud told over $19m tax bill",Marine Aquaculture,Australia,2015,-1
Hayleys Agriculture wins AREA Award in Social Empowerment,Marine Aquaculture,Sri Lanka,2015,0
"Washington: S. Rept. 114-66 - DEPARTMENTS OF COMMERCE AND JUSTICE, AND SCIENCE, AND RELATED AGENCIES APPROPRIATIONS BILL, 2016",Marine Aquaculture,United States,2015,0
FEDERAL REGISTER: Spring 2015 Semiannual Agenda of Regulations,Marine Aquaculture,United States,2015,0
More aquaculture challenges,Marine Aquaculture,New Zealand,2015,-1
Coastal areas ecosystem must for blue economy,Marine Aquaculture,Bangladesh,2015,0
B.C. salmon farm appeals Federal Court order,Marine Aquaculture,Canada,2015,-1
Aquaculture firm appealing protection order,Marine Aquaculture,Canada,2015,-1
Salmon farm appeals Federal Court ruling,Marine Aquaculture,Canada,2015,-1
New twist in controversial fish farm plan,Marine Aquaculture,South Africa,2015,-1
SA is open for business as a smart investment,Marine Aquaculture,South Africa,2015,1
"US Contract Notice: Department of Agriculture Issues Solicitation for Astaxathin & Canthazanthin Analysis""""",Marine Aquaculture,United States,2015,0
Marine teachers go back to fishy school,Marine Aquaculture,Australia,2015,0
Alaska: Introduction to Shellfish Aquaculture - Module 2,Marine Aquaculture,United States,2015,0
Centre not issuing funds for Sindh marine products export,Marine Aquaculture,Pakistan,2015,0
EU move to boost PH fishing targets,Marine Aquaculture,Philippines,2015,0
Lifting of 'yellow card' to generate $300-M fishery exports to EU,Marine Aquaculture,Philippines,2015,1
Rep. Huffman Introduces Fishing Economy Improvement Act,Marine Aquaculture,United States,2015,1
Costa-Pierce Talks on Ocean Food Systems at Harvard,Marine Aquaculture,United States,2015,0
Rs 107-cr seafood park in Deras,Marine Aquaculture,India,2015,0
Super diet promises a prawn bounty,Marine Aquaculture,Australia,2015,1
Luncheon lives up to the hype,Marine Aquaculture,Australia,2015,0
Real cost of injury in the farm sector,Marine Aquaculture,Australia,2015,-1
Colleges asked to push practical skills,Marine Aquaculture,China,2015,0
Fish farmers restock as water quality appears improved; Some move their stocks back into open waters after recent fish deaths,Marine Aquaculture,Singapore,2015,-1
injury on farms massive; Time lost,Marine Aquaculture,Canada,2015,-1
"Asian touch to salmon; Easy to cook and packed with nutrients, roasted salmon fillet is a quick favourite",Marine Aquaculture,Singapore,2015,1
Prahok put to the quality test,Marine Aquaculture,Cambodia,2015,0
New Facilities to Boost Aquaculture Production,Marine Aquaculture,Namibia,2015,1
Mass fish deaths hit Changi farmers hard,Marine Aquaculture,Thailand,2015,-1
Mass fish deaths overnight hit Changi farmers hard,Marine Aquaculture,Singapore,2015,-1
Washington: Endangered and Threatened Species; Critical Habitat for Endangered North Atlantic Right Whale,Marine Aquaculture,United States,2015,0
Arizona: Endangered and Threatened Species: Critical Habitat for Endangered North Atlantic Right Whale,Marine Aquaculture,United States,2015,0
Following fish,Marine Aquaculture,Pakistan,2015,0
NAQUA presented with 'Best Aquaculture Practices' certificate,Marine Aquaculture,United States,2015,1
"Corporate: Barramundi Asia plans global expansion, backed by A*STAR and local entrepreneur",Marine Aquaculture,Singapore,2015,1
Pakistan: Benefits of tilapia farming highlighted,Marine Aquaculture,Pakistan,2015,1
Benefits of tilapia farming highlighted,Marine Aquaculture,Pakistan,2015,1
Johor eyes position as hub for marine studies,Marine Aquaculture,Malaysia,2015,0
"'Marine Pollution Posing Challenge To Fish Trade, Human Health'",Marine Aquaculture,India,2015,-1
New Hampshire: N.H. Marine Rule Changes for 2015,Marine Aquaculture,United States,2015,0
"Marine pollution posing challenge to fish trade, human health: Experts",Marine Aquaculture,India,2015,-1
List of Fisheries for 2015,Marine Aquaculture,United States,2014,0
Washington: List of Fisheries for 2015,Marine Aquaculture,United States,2014,0
Washington: Fall 2014 Semiannual Agenda of Regulations,Marine Aquaculture,United States,2014,0
Washington: Introduction to the Unified Agenda of Federal Regulatory and Deregulatory Actions,Marine Aquaculture,United States,2014,0
China invites PHL in world's first fish 'spot market',Marine Aquaculture,Philippines,2014,0
Marine Aquaculture Development in the Sultanate of Oman/ Symposium,Marine Aquaculture,Oman,2014,0
"Lifeline for offshore marine research unit; St John's Island lab, which was beset by rising operating costs, finds a way to stay open",Marine Aquaculture,Singapore,2014,0
Fuzhou Special: Fuzhou set to build a 21st Century Maritime Silk Road hub,Marine Aquaculture,China,2014,0
'Blue Revolution' to Revitalise India's Fisheries Sector,Marine Aquaculture,India,2014,0
"Fisheries of the Caribbean, Gulf, and South Atlantic; Aquaculture",Marine Aquaculture,United States,2014,0
Washington: Assistant Professor of Risk Communication,Marine Aquaculture,United States,2014,0
You may have heard of a group of fast food restaurants,Marine Aquaculture,Australia,2014,0
Halloween gives me the creeps,Marine Aquaculture,Australia,2014,0
Fish farmers not keen on waste collection services,Marine Aquaculture,Singapore,2014,-1
Rising tide,Marine Aquaculture,Thailand,2014,-1
"Rising tide of litter on S'pore's shorelines; One group nets 14,400kg worth so far this year",Marine Aquaculture,Singapore,2014,-1
Hot spell takes a toll on coastal fish farms,Marine Aquaculture,Singapore,2014,-1
Appointments to the Climate and Aquaculture Task Forces by the Marine Fisheries Advisory Committee,Marine Aquaculture,United States,2014,0
Queensland to reap benefits of aquaculture boom,Marine Aquaculture,Canada,2014,1
Wainui: A marvellous spot for spat,Marine Aquaculture,New Zealand,2014,1
Students ride wave of support,Marine Aquaculture,Australia,2014,1
SA's past prudence will drive economic renewal,Marine Aquaculture,South Africa,2014,1
"Beverage, food firms boost sales, partnership",Marine Aquaculture,Philippines,2014,1
"Fisheries of the Caribbean, Gulf, and South Atlantic; Aquaculture",Marine Aquaculture,United States,2014,0
List of Fisheries for 2015,Marine Aquaculture,United States,2014,0
EC looks to lead 'blue economy',Marine Aquaculture,South Africa,2014,1
Coega plan for aquafarming,Marine Aquaculture,South Africa,2014,1
Pimp My Cause matches marketing pros with causes that need their help,Marine Aquaculture,United States,2014,0
CBD on the world stage,Marine Aquaculture,Australia,2014,0
"MONTARA'S FORGOTTEN VICTIMS""""",Marine Aquaculture,Australia,2014,-1
"Croc, beer, hat and prawn Queen Mary",Marine Aquaculture,Australia,2014,0
State schedules second meeting about controversial Bagaduce aquaculture,Marine Aquaculture,United States,2014,-1
A really |good oil |and gas find means jobs,Marine Aquaculture,South Africa,2014,1
Confident that SA can beat global downturn,Marine Aquaculture,South Africa,2014,1
Focusing on marine economy,Marine Aquaculture,South Africa,2014,1
Mississippi: Presley: Agricultural Utility Sales Tax Exemption,Marine Aquaculture,United States,2014,0
Plastic Waste Can Cause N2 Trillion Financial Damage Annually - Unep,Marine Aquaculture,Kenya,2014,-1
"Water babies; S.E.A. Aquarium at Resorts World Sentosa has bred more than 2,000 marine creatures, including sharks",Marine Aquaculture,Singapore,2014,0
Finding fun in northern delights,Marine Aquaculture,Australia,2014,1
OAM awarded for service to prawn industry,Marine Aquaculture,Australia,2014,1
"Turning the tide of our ocean economy could net us (EURO)6.5bn; In a time of world recession, few products can boast the market growth that farmed salmon is experiencing, writes expert Jan Feenstra",Marine Aquaculture,Ireland,2014,1
China sets up 10 bln yuan fund to support development of maritime Silk Road,Marine Aquaculture,China,2014,1
Farmers still reeling from losses after fish deaths,Marine Aquaculture,Singapore,2014,-1
Fund to boost China's maritime Silk Road development,Marine Aquaculture,China,2014,1
"LIFE-AQUASEF - ECO-EFFICIENT TECHNOLOGIES DEVELOPMENT FOR ENVIRONMENTAL IMPROVEMENT OF AQUACULTURE, AQUASEF",Marine Aquaculture,Spain,2014,1
Poor Sanitation Causes Animal Infertility [column],Marine Aquaculture,Namibia,2014,-1
Seafood canner takes in strategic investor,Marine Aquaculture,South America,2014,0
No 'shellshock' as prawns weather Ita,Marine Aquaculture,Australia,2014,0
Welcome to the world's largest garbage dump,Marine Aquaculture,China,2014,-1
Eyes wide open tour,Marine Aquaculture,Australia,2014,0
Improving feed sustainability for marine aquaculture in Vietnam and Australia,Marine Aquaculture,Australia,2014,1
Decline in seafood export,Marine Aquaculture,United Arab Emirates,2014,-1
Marine Harvest sells Scottish assets to Cook Acquaculture,Marine Aquaculture,Scotland,2014,0
Prawn star hits gold,Marine Aquaculture,Australia,2014,1
"Burtynsky's big ideas translate into big pictures; A Terrible Beauty, on display at VAG, captures humanity's impact on the Earth through the lens of aerial photographs",Marine Aquaculture,Canada,2014,-1
Research and Markets: India Commercial Aquafeed Market Outlook 2018 Provides Market Forecast of 2014 & 2018 for Aquaculture Production by the Type of Finfish,Marine Aquaculture,India,2014,0
Best Free Reference,Marine Aquaculture,United States,2014,0
Acquaculture Fish Harvest Low,Marine Aquaculture,Namibia,2014,-1
Cheaper sensor to check water quality; Device being developed in S'pore can help local fish farmers,Marine Aquaculture,Singapore,2014,0
Fish deaths a double whammy; Losses add to woes for farmer facing competition from Malaysia,Marine Aquaculture,Singapore,2014,-1
160 tonnes of dead fish found in farms along Johor Straits,Marine Aquaculture,Singapore,2014,-1
